"lwage","cdf_tech_ws","cdf_cont_ws","cdf_tech_comp","lwage_mid","d_cdf_tech_ws","d_cdf_cont_ws","d_cdf_tech_comp"
-3.01968378121381,0.00147971992437625,0.000506383984764184,0.000454132595970985,-6.06096105259323,0.00136008151311394,0.000506383982794896,0.000454132594075713
0.108102048003532,0.00219496418994328,0.00242695184922306,0.00252238964295343,-1.45579086660514,0.000715244265567027,0.00192056786445887,0.00206825704698245
0.618784541426311,0.00280735930147704,0.00355053223343172,0.00308761618755498,0.363443294714921,0.000612395111533765,0.00112358038420866,0.000565226544601548
0.801249228563477,0.00419139765276977,0.00411966077198683,0.0032988312922356,0.710016884994894,0.00138403835129273,0.000569128538555108,0.000211215104680623
1.01366289526113,0.00463554738450389,0.00547286962256469,0.00415062478664217,0.907456061912303,0.000444149731734116,0.00135320885057787,0.000851793494406563
1.13466156591259,0.00516887730397192,0.0067287710119284,0.00508887713793587,1.07416223058686,0.000533329919468031,0.00125590138936371,0.000938252351293707
1.24740177329205,0.00609849964896037,0.00765276431019896,0.005643345002902,1.19103166960232,0.000929622344988455,0.000923993298270564,0.000554467864966125
1.34927242232777,0.0070265959951842,0.00870857035285596,0.00634333836067917,1.29833709780991,0.00092809634622383,0.001055806042657,0.000699993357777168
1.41431370064986,0.00779999966610202,0.00973836154803014,0.00687794166591183,1.38179306148882,0.000773403670917818,0.00102979119517418,0.000534603305232666
1.45513569517012,0.00892208075571477,0.0105963115930121,0.00749744422010115,1.43472469790999,0.00112208108961275,0.000857950044981962,0.000619502554189317
1.49439640912342,0.0103168005541948,0.0115936672035728,0.00776893305157154,1.47476605214677,0.00139471979848004,0.000997355610560673,0.000271488831470389
1.50826025592713,0.0103199820241251,0.0125396327039637,0.00834518021774551,1.50132833252527,3.18146993027839e-06,0.000945965500390925,0.000576247166173968
1.54617998502245,0.0106160199512643,0.0138669170761634,0.00896288387736633,1.52722012047479,0.000296037927139257,0.00132728437219969,0.000617703659620819
1.58866708779464,0.0110391670494148,0.0151032927484041,0.00942932859337824,1.56742353640855,0.000423147098150469,0.0012363756722407,0.000466444716011915
1.61493868727179,0.0115043091818893,0.0165953957171558,0.0104669885896841,1.60180288753322,0.000465142132474493,0.00149210296875174,0.00103765999630585
1.64383527665968,0.0128013329589557,0.0189832105848195,0.0117826742992071,1.62938698196574,0.00129702377706643,0.00238781486766364,0.00131568570952303
1.64383527665968,0.0128013329589557,0.0189832105848195,0.0117826742992071,1.64383527665968,0,0,0
1.68465727117994,0.0134916559845079,0.0203099568069061,0.0127573442859454,1.66424627391981,0.000690323025552112,0.00132674622208659,0.000974669986738256
1.70445989847612,0.0136013068042306,0.0227431251140721,0.0134473220702936,1.69455858482803,0.000109650819722702,0.00243316830716608,0.000689977784348216
1.70445989847612,0.0136013068042306,0.0227431251140721,0.0134473220702936,1.70445989847612,0,0,0
1.71645617442824,0.0138036457703691,0.0232171363365154,0.0135719994478237,1.71045803645218,0.000202338966138527,0.000474011222443262,0.000124677377530153
1.72771676064039,0.0144514277803455,0.0241897627414067,0.0136532973669197,1.72208646753431,0.000647782009976415,0.000972626404891277,8.12979190959948e-05
1.75044501171794,0.0149049841828049,0.0250042146169413,0.0140261024217838,1.73908088617916,0.000453556402459383,0.000814451875534628,0.000372805054864051
1.76161831231607,0.0149677266519487,0.027312775924491,0.0145790845648264,1.75603166201701,6.27424691437978e-05,0.00230856130754971,0.000552982143042564
1.76739420750595,0.0150440457263714,0.0273128489793604,0.0145790845648264,1.76450625991101,7.63190744227631e-05,7.30548693483879e-08,0
1.78689611950034,0.0159288123117247,0.0283110005934957,0.0153096771293557,1.77714516350314,0.000884766585353237,0.000998151614135363,0.000730592564529377
1.79440813513906,0.0160606809318334,0.0296734787259463,0.0159625197142054,1.7906521273197,0.000131868620108732,0.00136247813245062,0.000652842584849659
1.81568553358634,0.0163945929618512,0.0316916807265371,0.0166043405144688,1.8050468343627,0.000333912030017744,0.00201820200059073,0.000641820800263378
1.81980769838521,0.0168306834717426,0.0317601938080896,0.0166067297536348,1.81774661598578,0.000436090509891497,6.85130815524862e-05,2.38923916600145e-06
1.83651962048919,0.0172304990353622,0.0333995400719078,0.0175380516129101,1.8281636594372,0.000399815563619545,0.00163934626381829,0.000931321859275348
1.86063547073075,0.0186131220580038,0.0340646110299295,0.0177130848440605,1.84857754560997,0.00138262302264163,0.000665070958021631,0.000175033231150337
1.86697882797389,0.0192020375200637,0.0482776017240727,0.0227491032822199,1.86380714935232,0.000588915462059865,0.0142129906941433,0.00503601843815946
1.86697882797389,0.0192020375200637,0.0482776017240727,0.0227491032822199,1.86697882797389,0,0,0
1.86697882797389,0.0192020375200637,0.0482776017240727,0.0227491032822199,1.86697882797389,0,0,0
1.86697882797389,0.0192020375200637,0.0482776017240727,0.0227491032822199,1.86697882797389,0,0,0
1.86697882797389,0.0192020375200637,0.0482776017240727,0.0227491032822199,1.86697882797389,0,0,0
1.86697882797389,0.0192020375200637,0.0482776017240727,0.0227491032822199,1.86697882797389,0,0,0
1.86697882797389,0.0192020375200637,0.0482776017240727,0.0227491032822199,1.86697882797389,0,0,0
1.86697882797389,0.0192020375200637,0.0482776017240727,0.0227491032822199,1.86697882797389,0,0,0
1.86697882797389,0.0192020375200637,0.0482776017240727,0.0227491032822199,1.86697882797389,0,0,0
1.86697882797389,0.0192020375200637,0.0482776017240727,0.0227491032822199,1.86697882797389,0,0,0
1.88222205738659,0.0197796528908422,0.0492119387506622,0.0237047565446865,1.87460044268024,0.000577615370778502,0.000934337026589467,0.00095565326246658
