"year","lwage","cons","stem","schooling","experience","experience_2","experience_3","experience_4","union_covered","married","RACEOther","RACEWhite","fulltime","educ_exp_groupbelow_hs_experience29","educ_exp_groupbelow_hs_experience30","educ_exp_groupbelow_hs_experience9","educ_exp_groupcollege_experience19","educ_exp_groupcollege_experience29","educ_exp_groupcollege_experience30","educ_exp_groupcollege_experience9","educ_exp_groupcollege_some_experience19","educ_exp_groupcollege_some_experience29","educ_exp_groupcollege_some_experience30","educ_exp_groupcollege_some_experience9","educ_exp_groupgraduate_experience19","educ_exp_groupgraduate_experience29","educ_exp_groupgraduate_experience30","educ_exp_groupgraduate_experience9","educ_exp_grouphs_experience19","educ_exp_grouphs_experience29","educ_exp_grouphs_experience30","educ_exp_grouphs_experience9"
2017,-9.10223832397265,476.254779423485,-17.3159497806557,-5.54334265208049,53.4639796967171,-15.521624811852,0.62739923383067,-0.00716200577845418,-5.15245642949334,-12.6134305490933,-15.0397654342671,2.45665151042864,17.0390647561718,762.363770522834,376.382139739036,-512.412340572491,32.6813610769436,837.220986819706,447.608679206411,-479.716473226823,15.7860779060936,820.302611238754,431.021417407407,-494.905834298752,44.579268344217,848.914715801857,459.167807617942,-447.833962885029,10.2090230109745,814.325515671849,425.144416587803,-501.842978844949
2017,-3.01968378121381,-26.0888529129986,0.59027750659541,0.539218747494686,-0.0937160102898311,-0.0137723859762717,0.000799952466782813,-1.10732432512899e-05,-0.319349271014366,-0.524334703278864,-1.06046797531833,-0.617376705305836,0.926852148646496,0.915432249109708,14.9528204517144,-1.80179440140106,12.0129805813066,13.7671314837908,-2.84572626493465,11.5120419877089,-1.98526284665279,15.7846422968693,15.5520653174505,13.4739316397858,12.1246593046522,12.4548957222405,13.2577524679411,10.640109666332,15.1993321332126,16.9436187002661,14.0048637317604,-2.51315876698066
2017,0.108102048003532,-25.2252910130616,-0.130259170590817,0.592842033378304,-0.0982854001343518,0.0135374783035176,-0.000342832344422488,1.79945049478815e-06,-0.653860504871326,-0.565141010124652,0.132636247008331,-0.616130343206628,0.689491559280351,10.6277834881146,13.2071105732199,12.2422567938936,8.46845559301998,9.1882385112983,8.7523325648565,9.66456047205286,10.2647183238167,10.4541392066782,10.6087950802582,11.4511822611146,7.83404465641903,6.80346323269209,7.98830445677013,9.02664948559673,11.9750878871807,11.6141703933074,9.12629981269662,12.5319673327084
2017,0.618784541426311,-9.44420626522727,-0.171917414215005,0.188533472269847,-0.246458136902117,0.0240644176152126,-0.000737728714971523,6.93994765246627e-06,-0.158736693377895,-0.354234840590297,0.68071376884709,-0.388867658303178,0.293593407459668,0.240740090270843,2.7457830960499,3.1543546771369,0.026296306187296,1.09034222486309,0.835352984435829,1.29248450663525,1.5892519797693,1.40212316637623,1.95542409926634,2.02040795173536,0.369615596806053,-0.322848437305451,1.05068689620296,1.62498884623332,1.97004297586002,1.97041285984106,1.11599500454967,2.94469026962283
2017,0.801249228563477,-4.0405675444354,-0.224213331841006,0.0742760985970651,-0.224551143744952,0.018141153293988,-0.000538823770121198,5.18679144971787e-06,-0.579359525852296,-0.354729848430831,0.570600277651998,-0.204636841198563,-0.470406773678517,-0.465035689048614,-0.466479047836695,0.458057447027229,-1.88662541410753,-0.864941735168379,-1.25059473418342,-1.62339466783386,-0.643679774931398,-0.952813446942614,-0.3434553192361,-0.869240685236617,-1.85834839263998,-2.29541525066306,-1.06881825672875,-0.925886608369867,-0.307012416921084,-0.521217933937828,-1.75617317633766,-0.337346668153398
2017,1.01366289526113,-4.43233200879631,-0.260244504723229,0.130630977467181,-0.262324889508049,0.0187353476483708,-0.000514981843666317,4.65342626127464e-06,-0.705185441268003,-0.421210054609485,0.615566925786653,-0.0604928427981443,-0.285169697094949,-0.359205465544324,0.644466714506486,0.396375783392436,-2.10509838308579,-1.18789436693264,-1.60056951085406,-1.91504834871429,-0.446970401159289,-1.09739409006827,-0.529479014734647,-1.14479361369737,-2.01878299953444,-2.72647244937334,-1.5330038387828,-1.64198113261382,-0.452277275088349,-0.624342210539532,-1.84906993198485,-0.627681450204062
2017,1.13466156591259,-4.43033071764577,-0.361063697962981,0.168719790971583,-0.2707948672859,0.0165371981403771,-0.000412135696289985,3.47796569614512e-06,-0.85451813770645,-0.55924464030259,0.775204618010679,0.11030989458075,-0.520956962463222,-0.174894274041004,1.07749898687501,-0.0730654172654249,-2.25589700521344,-1.20338751884314,-1.713721559183,-2.1473034720601,-0.324455448650695,-0.767718613476204,-0.338907577441882,-1.29475844788583,-2.22266911849505,-2.82085615296017,-1.72175503493298,-2.1356988736423,-0.501511740002879,-0.483747271302963,-1.30406382907226,-0.97518307514296
2017,1.24740177329205,-3.90799034584515,-0.404418945375302,0.140993173176106,-0.351912655769282,0.0242437884202782,-0.000638380978077524,5.53734237233352e-06,-0.394701555615305,-0.425355409141089,0.482617787125593,-0.197458377023912,-0.354392536276502,-0.420957487536448,0.935096791209567,0.048015192678854,-1.67120717943633,-1.11650384887894,-1.33555312181626,-1.71948113035058,-0.26478067464377,-0.918940744238063,-0.15517761582705,-0.853735641806252,-2.0338403094245,-2.82810817704298,-1.67781367133015,-1.85274961907818,-0.463152416187585,-0.430661246324674,-0.594686993103172,-0.493860733583004
2017,1.34927242232777,-3.30837984599834,-0.480837767494746,0.126312721993763,-0.359069013903788,0.0226033744465876,-0.000575880375146786,5.06979729780412e-06,-0.565737801156309,-0.4426547025331,0.261556930831768,-0.289528618205299,-0.454609060877613,-0.300004556821597,1.16038696565209,-0.235559337806994,-1.53699853814026,-0.856457055784594,-1.22745173097087,-1.64579284927679,0.0108917060730365,-0.483294488971251,-0.0867485472951089,-0.459453017754459,-1.83956945295419,-2.51709967499812,-1.50188829104837,-1.86110267207175,-0.396424843628995,-0.250431218694915,-0.346897472738628,-0.68745306557911
2017,1.41431370064986,-2.81318040437222,-0.552215305588669,0.0978186004870375,-0.347914700033485,0.0205358039037985,-0.000525323113087018,4.6681673332077e-06,-0.65065304621232,-0.363798640328458,0.28333629347402,-0.351321226817125,-0.54283183552232,-0.106284393029173,1.77205160861545,-0.376042113191734,-1.36147713484843,-0.453951510119902,-0.41257342883747,-1.44728504602129,0.122428201257916,0.0118066336230229,0.477830899481592,-0.387978196585261,-1.61254329684367,-2.06392851298886,-0.837044131633707,-1.72305293723673,-0.318981106628046,0.454022539553244,0.183784032035501,-0.375622049701347
2017,1.45513569517012,-2.32695088223301,-0.676188369099897,0.0499416948335053,-0.376649909028391,0.0236243217764332,-0.000613798204005105,5.40505060046354e-06,-0.762826340594131,-0.530333646156924,0.355194957341207,-0.193380523469095,-0.510942840500023,0.169873186746862,1.73295370359579,-0.266161113525206,-1.09984233420379,-0.302716715641872,-0.239926443171571,-1.06918804593779,0.369981184895305,0.0278919882127697,0.627278137096699,-0.0821128301337288,-0.689614946767074,-1.76616813385214,-0.546539628731233,-1.21818813533306,-0.250746231531505,0.390583204696202,0.611874542335139,-0.344796960769652
2017,1.49439640912342,-2.14672916308594,-0.678616636627115,0.0908698472791764,-0.359441406994238,0.0220955613039561,-0.000579778948520731,5.19819573619995e-06,-0.918062985459882,-0.558938774981889,0.37238770964331,-0.133096883878203,-0.663401854994859,-0.202107114873724,1.49614073057326,-0.889432197858098,-1.86298861840753,-0.703814695508112,-0.811949101957667,-1.78492077860695,-0.0996085918488887,-0.531653011964013,0.206772528917834,-0.592605732240463,-1.53030562691385,-2.5280303010556,-1.24855511192418,-1.90044929962902,-0.520148425803275,0.0596506426077124,0.292877217799841,-0.782301528860162
2017,1.50826025592713,-2.1515742418333,-0.617230050742496,0.090560569183827,-0.356461727986001,0.0217632289336627,-0.000571060606045175,5.12716555671969e-06,-0.922477619844114,-0.544232354004731,0.372165897003401,-0.127200851041008,-0.662268291644095,-0.182775902158571,1.52579692086237,-0.889755966716495,-1.7052715238877,-0.694953566129006,-0.769004888591973,-1.8006736232037,-0.102934156545117,-0.518125057200011,0.231600257103371,-0.594255827999487,-1.54661459679987,-2.52354625056101,-1.22938802307617,-1.92018546215523,-0.520162434208333,0.0965295599167589,0.320680805252815,-0.775401409173661
2017,1.54617998502245,-2.21995211481074,-0.642855513229238,0.0914549901968638,-0.353499576724333,0.0219289882850852,-0.000589147493386412,5.37744833142454e-06,-0.958451769925623,-0.526033846874849,0.370943470426842,-0.0875011945030451,-0.679317886410057,-0.141119997908018,1.65858255657654,-0.862418321327978,-1.70333205999867,-0.660497081992959,-0.65185377311165,-1.77307287376293,-0.0962392827473744,-0.481882166478165,0.357092902232573,-0.568989432722651,-1.36007714218474,-2.49029292541681,-1.11623489963098,-1.88912407886465,-0.33635866293404,0.243952002597801,0.531401548805082,-0.726005770871317
2017,1.58866708779464,-2.02111690759309,-0.636761144830623,0.0657583327188492,-0.351213977566036,0.0214976670759757,-0.00055664179450658,4.90870831856262e-06,-0.989908212100096,-0.483528863422531,0.50472018246052,-0.069791153821377,-0.701337140047724,-0.140120275618319,1.51286585904019,-0.818147333880226,-1.20074138970307,-0.413058653092089,-0.713128025624546,-1.58993125769011,-0.00231912947936172,-0.47756211156784,0.230674022620549,-0.456315229365556,-1.17515378298651,-2.38433002567027,-1.12545766239816,-1.63871279427092,-0.239663750606627,0.210015831294774,0.364246894352328,-0.536109807684632
2017,1.61493868727179,-1.4089554109742,-0.661906689518837,0.0436214028748559,-0.366651093724714,0.0218459336679964,-0.000559512466867595,4.90091573821039e-06,-1.01621960668165,-0.44298267630198,0.49733485088843,-0.0342731527909059,-0.672973983201948,-0.00688808735544048,1.27510676626219,-1.1926506574703,-1.37122519444093,-0.488926986683125,-0.648104656075731,-1.84095584785885,-0.147028983405939,-0.65194777193715,0.0921200644405336,-0.763408738724154,-1.29639836581219,-2.45025673376892,-1.1589616213658,-1.83418702759606,-0.49265691959203,0.00346088828697124,0.1996626886863,-0.787857290535134
