"year","lwage","cons","high_tech","schooling","experience","experience_2","experience_3","experience_4","union_covered","married","RACEOther","RACEWhite","fulltime","educ_exp_groupbelow_hs_experience29","educ_exp_groupbelow_hs_experience30","educ_exp_groupbelow_hs_experience9","educ_exp_groupcollege_experience19","educ_exp_groupcollege_experience29","educ_exp_groupcollege_experience30","educ_exp_groupcollege_experience9","educ_exp_groupcollege_some_experience19","educ_exp_groupcollege_some_experience29","educ_exp_groupcollege_some_experience30","educ_exp_groupcollege_some_experience9","educ_exp_groupgraduate_experience19","educ_exp_groupgraduate_experience29","educ_exp_groupgraduate_experience30","educ_exp_groupgraduate_experience9","educ_exp_grouphs_experience19","educ_exp_grouphs_experience29","educ_exp_grouphs_experience30","educ_exp_grouphs_experience9"
2017,-9.10223832397265,475.950552285513,-17.3394289471065,-5.51421684997557,53.4615837823108,-15.5205505597792,0.627339729074329,-0.0071611030344992,-5.15558711287135,-12.6174987653849,-15.0183839444455,2.459091951281,17.0354373748673,762.498732309755,376.569529367047,-512.386152808203,32.4909152482705,837.01302972167,447.325160002285,-479.878625365791,15.6340185350667,820.182163108116,430.844560821753,-494.980162367451,44.3349349582134,848.647162475123,458.845747968469,-448.051856829841,10.1379941605089,814.235532198959,424.998666383837,-501.888603377315
2017,-3.01968378121381,-26.095185697895,0.620063630520575,0.539670266460827,-0.0942671773858116,-0.0136900528994713,0.000796915198362318,-1.10407366728914e-05,-0.317756102784251,-0.525585798192705,-1.06756491605271,-0.616169076304962,0.926737551706765,0.914536984162842,14.9541721159791,-1.80056925706289,12.0009801819814,13.7558606843629,-2.85554859998979,11.5005294069135,-1.98942038249921,15.7779511054758,15.5476847632646,13.4707140902163,12.1173278092517,12.4435221992001,13.2530859230035,10.63127053629,15.1972595852411,16.9391431380617,14.0040702607508,-2.51324482016591
2017,0.108102048003532,-25.2204663020936,-0.106324717138339,0.592562832318938,-0.0986737639572821,0.0135779573152359,-0.000344138221480166,1.81385507133351e-06,-0.65276209035566,-0.565814524127459,0.128608212515036,-0.616882977968793,0.689043279253069,10.6268382304689,13.2050351353351,12.2421453391326,8.46342003496738,9.18379057873018,8.74690117835967,9.65936759828104,10.2630902903997,10.4508412332634,10.6046663586646,11.4508428766429,7.82840405563933,6.79757577448243,7.98110634610217,9.02108512879677,11.9749845509914,11.6125557013127,9.12369464295253,12.5321891019083
2017,0.618784541426311,-9.44348264364933,-0.148068784733767,0.188586819421743,-0.246685987908698,0.0240875673545742,-0.000738273870389683,6.9441090955717e-06,-0.157716559809855,-0.35466246590248,0.677122949670174,-0.389593104378042,0.293142958639102,0.239493366294849,2.74277818930302,3.15439217726366,0.0191364821638648,1.0834101140745,0.827265108813423,1.28554037251087,1.58677876673531,1.39723157340396,1.94930952951589,2.01966757831302,0.360582395289968,-0.332273397242753,1.03994417639489,1.61524805080559,1.96949417978702,1.96797440696742,1.11191930382299,2.9446851282939
2017,0.801249228563477,-4.03940313475214,-0.201951277763485,0.074272388444298,-0.224721018032503,0.018155677144594,-0.000539086598313801,5.18812412616382e-06,-0.57876865511013,-0.355146904298131,0.567796843738973,-0.205314221480954,-0.470759704497516,-0.465902280756947,-0.46916451720956,0.45810760395857,-1.89260450806502,-0.870825044533544,-1.25733233385809,-1.62966654665912,-0.645663504214432,-0.956792983979805,-0.348556222286642,-0.86977202549361,-1.86687322393492,-2.3029614199206,-1.07813814020652,-0.935122357924491,-0.307275953033316,-0.522945805377403,-1.75965776003757,-0.337383364641676
2017,1.01366289526113,-4.43090522533989,-0.237950397329269,0.130638823759328,-0.262571625688975,0.018755352541931,-0.000515386047604141,4.6559565968204e-06,-0.704653797025203,-0.421505283324056,0.612666660615809,-0.0612895600625924,-0.285486444318323,-0.36022616914953,0.641745650055826,0.396232282918629,-2.11104324538302,-1.19393610372813,-1.60744389423362,-1.92142717445137,-0.449039904846375,-1.10158230726619,-0.534764621277215,-1.14544028296865,-2.02761502637357,-2.73425981353115,-1.54283188050422,-1.65150341222287,-0.452562341719084,-0.626237896865493,-1.85270392113246,-0.627811712256928
2017,1.13466156591259,-4.4291220036564,-0.339015318508513,0.168790816766205,-0.271152131263196,0.0165662561442678,-0.000412774173506612,3.48250242946458e-06,-0.854233619467307,-0.559458768603943,0.772406287800113,0.109343217409148,-0.521345261200683,-0.176163836997831,1.07430029094161,-0.0733535550840589,-2.26178783631723,-1.20991573246166,-1.72112621339915,-2.1537774848545,-0.326646971612824,-0.772367639565278,-0.344801808375883,-1.29545252796687,-2.23299109854557,-2.82924969550376,-1.73291459273263,-2.14636776450811,-0.501777905589032,-0.48595766688168,-1.30825812622616,-0.975363501200762
2017,1.24740177329205,-3.90671918284353,-0.384187412199809,0.141060580237559,-0.352267639138395,0.024272193826381,-0.000639009224428719,5.5418431511729e-06,-0.394352176844002,-0.425576501775612,0.480209977319018,-0.198414222369047,-0.354703643664288,-0.422183722412066,0.932187415792352,0.0475783914491507,-1.67679990582159,-1.12275757356337,-1.3423642506403,-1.72552723250928,-0.266824492236831,-0.923381803432363,-0.160624123128685,-0.854517113772029,-2.04375072025445,-2.83595529522449,-1.68883656291816,-1.86301546310311,-0.463472776957252,-0.432754639670135,-0.598593631913848,-0.494151478559481
2017,1.34927242232777,-3.30700381795447,-0.461375417996517,0.12637385555644,-0.359443669195653,0.0226334264189814,-0.000576538400935788,5.07441379688683e-06,-0.5655667896022,-0.442838982807807,0.259326057897275,-0.290528306456616,-0.454975948355512,-0.301388740767738,1.15718243347905,-0.236005194707493,-1.54216423451928,-0.862650303520872,-1.23418811705953,-1.65144571897595,0.0089402735172422,-0.487764953177414,-0.0923004784239233,-0.460136843758724,-1.84960393640845,-2.52465436835162,-1.51307369788419,-1.87125429772342,-0.396675215061251,-0.252575027701958,-0.351039097088519,-0.687697051855222
2017,1.41431370064986,-2.81193433194858,-0.533349349858934,0.0978883855404919,-0.348285875677326,0.0205657848337265,-0.000525981517338909,4.67280817999747e-06,-0.650575560638161,-0.363880661614182,0.281279957294444,-0.352340864050928,-0.543207147442141,-0.107648502685099,1.76883542429021,-0.376463491567636,-1.36656177404519,-0.460170307092142,-0.419267237402031,-1.45275433893495,0.120484075835185,0.00722109944270373,0.472248391219295,-0.388600685241464,-1.62298457055329,-2.07134590293517,-0.848860215617609,-1.73369023254761,-0.319217809499707,0.451913526971142,0.179581417394285,-0.375840915117009
