"lwage","cdf_tech_ws","cdf_cont_ws","cdf_tech_comp","lwage_mid","d_cdf_tech_ws","d_cdf_cont_ws","d_cdf_tech_comp"
-3.01968378121381,0.00149485614464964,0.000509876408277753,0.000457220273055063,-6.06096105259323,0.00137523509923898,0.000509876406308684,0.000457220271159959
0.108102048003532,0.00220866960645367,0.00242488717650102,0.00250640172106488,-1.45579086660514,0.000713813461804025,0.00191501076822326,0.00204918144800982
0.618784541426311,0.00282313080660825,0.00354887005913769,0.00305685007146018,0.363443294714921,0.000614461200154577,0.00112398288263668,0.000550448350395292
0.801249228563477,0.00420806198533926,0.00411638416874634,0.00326380805703863,0.710016884994894,0.00138493117873102,0.000567514109608648,0.000206957985578449
1.01366289526113,0.00464728504614604,0.00546473837696511,0.00411263151953925,0.907456061912303,0.000439223060806772,0.00134835420821877,0.000848823462500629
1.13466156591259,0.00517775724694337,0.00671484152282918,0.00504670254719411,1.07416223058686,0.000530472200797333,0.00125010314586407,0.00093407102765486
1.24740177329205,0.0061081039774366,0.00763651772209777,0.00560275423591972,1.19103166960232,0.000930346730493233,0.000921676199268581,0.000556051688725611
1.34927242232777,0.00703625772616139,0.00868749100161969,0.00628855922394846,1.29833709780991,0.00092815374872479,0.00105097327952192,0.000685804988028733
1.41431370064986,0.0078110846948064,0.00971657453704635,0.00682777321406464,1.38179306148882,0.000774826968645011,0.00102908353542666,0.000539213990116185
1.45513569517012,0.00893327096525427,0.0105706953116372,0.00743332389663382,1.43472469790999,0.00112218627044787,0.000854120774590853,0.000605550682569173
1.49439640912342,0.0103291094232874,0.0115653467166005,0.00769401271075809,1.47476605214677,0.00139583845803313,0.000994651404963277,0.00026068881412427
1.50826025592713,0.0103316979367797,0.0125079134288194,0.00825351302787135,1.50132833252527,2.58851349234888e-06,0.000942566712218906,0.000559500317113265
1.54617998502245,0.0106264460040027,0.0138340355997418,0.00887253609381075,1.52722012047479,0.000294748067223001,0.00132612217092244,0.000619023065939398
1.58866708779464,0.0110497698450993,0.01506867662621,0.00933470905514652,1.56742353640855,0.000423323841096586,0.00123464102646821,0.000462172961335775
1.61493868727179,0.0115172717994597,0.016560179777506,0.0103701553661957,1.60180288753322,0.00046750195436036,0.001491503151296,0.0010354463110492
1.64383527665968,0.0128181108086952,0.0189501109242939,0.0117244883626385,1.62938698196574,0.00130083900923547,0.00238993114678787,0.00135433299644278
1.64383527665968,0.0128181108086952,0.0189501109242939,0.0117244883626385,1.64383527665968,0,0,0
1.68465727117994,0.0135071396748056,0.0202730228748815,0.0126939653201132,1.66424627391981,0.000689028866110396,0.00132291195058757,0.000969476957474732
1.70445989847612,0.0136153141461354,0.0227024848585687,0.0133966895147772,1.69455858482803,0.000108174471329832,0.00242946198368727,0.000702724194664012
1.70445989847612,0.0136153141461354,0.0227024848585687,0.0133966895147772,1.70445989847612,0,0,0
1.71645617442824,0.0138174616129785,0.0231765067897601,0.0135240807931459,1.71045803645218,0.000202147466843066,0.000474021931191396,0.000127391278368683
1.72771676064039,0.0144657765972989,0.0241486737629929,0.0136045967984571,1.72208646753431,0.000648314984320443,0.000972166973232786,8.05160053111709e-05
1.75044501171794,0.0149192055867587,0.0249620279124581,0.0139808133429827,1.73908088617916,0.000453428989459796,0.000813354149465158,0.000376216544525573
1.76161831231607,0.0149809687808323,0.0272691795464089,0.0145409436288886,1.75603166201701,6.17631940735969e-05,0.00230715163395078,0.000560130285905902
1.76739420750595,0.0150573104996314,0.027269252826053,0.0145409436288886,1.76450625991101,7.63417187991007e-05,7.32796440854055e-08,0
1.78689611950034,0.0159420981353472,0.0282659327254785,0.0152687315102519,1.77714516350314,0.000884787635715778,0.000996679899425593,0.000727787881363288
1.79440813513906,0.0160747872563879,0.029627505201059,0.0159220996316767,1.7906521273197,0.000132689121040728,0.0013615724755805,0.000653368121424849
1.81568553358634,0.0164080861730171,0.0316435251413094,0.0165720497505881,1.8050468343627,0.000333298916629202,0.0020160199402503,0.000649950118911422
1.81980769838521,0.0168448362199468,0.0317120158915284,0.0165754752803548,1.81774661598578,0.000436750046929661,6.8490750219051e-05,3.42552976665897e-06
1.83651962048919,0.0172463034891824,0.0333507668306177,0.0175216984773516,1.8281636594372,0.000401467269235622,0.00163875093908927,0.000946223196996769
1.86063547073075,0.0186303029415048,0.034014755270848,0.0176929037164831,1.84857754560997,0.00138399945232242,0.000663988440230363,0.000171205239131552
1.86697882797389,0.0192147528543331,0.0482044149592697,0.0227562063434556,1.86380714935232,0.000584449912828279,0.0141896596884217,0.00506330262697252
1.86697882797389,0.0192147528543331,0.0482044149592697,0.0227562063434556,1.86697882797389,0,0,0
1.86697882797389,0.0192147528543331,0.0482044149592697,0.0227562063434556,1.86697882797389,0,0,0
1.86697882797389,0.0192147528543331,0.0482044149592697,0.0227562063434556,1.86697882797389,0,0,0
1.86697882797389,0.0192147528543331,0.0482044149592697,0.0227562063434556,1.86697882797389,0,0,0
1.86697882797389,0.0192147528543331,0.0482044149592697,0.0227562063434556,1.86697882797389,0,0,0
1.86697882797389,0.0192147528543331,0.0482044149592697,0.0227562063434556,1.86697882797389,0,0,0
1.86697882797389,0.0192147528543331,0.0482044149592697,0.0227562063434556,1.86697882797389,0,0,0
1.86697882797389,0.0192147528543331,0.0482044149592697,0.0227562063434556,1.86697882797389,0,0,0
1.86697882797389,0.0192147528543331,0.0482044149592697,0.0227562063434556,1.86697882797389,0,0,0
1.88222205738659,0.0197938117916735,0.0491396855837478,0.0237155230130868,1.87460044268024,0.000579058937340473,0.000935270624478124,0.000959316669631158
