"year","lwage","cons","stem_related","schooling","experience","experience_2","experience_3","experience_4","union_covered","married","RACEOther","RACEWhite","fulltime","educ_exp_groupbelow_hs_experience29","educ_exp_groupbelow_hs_experience30","educ_exp_groupbelow_hs_experience9","educ_exp_groupcollege_experience19","educ_exp_groupcollege_experience29","educ_exp_groupcollege_experience30","educ_exp_groupcollege_experience9","educ_exp_groupcollege_some_experience19","educ_exp_groupcollege_some_experience29","educ_exp_groupcollege_some_experience30","educ_exp_groupcollege_some_experience9","educ_exp_groupgraduate_experience19","educ_exp_groupgraduate_experience29","educ_exp_groupgraduate_experience30","educ_exp_groupgraduate_experience9","educ_exp_grouphs_experience19","educ_exp_grouphs_experience29","educ_exp_grouphs_experience30","educ_exp_grouphs_experience9"
2017,-9.10223832397265,441.825815284551,-17.0450635207452,-1.80390515345823,53.7924549339623,-15.6183432177163,0.632467296619166,-0.00724123455781147,0.971408297673838,-12.7713881519316,-14.8461688963328,2.69355948185372,17.0612319946588,779.929964502944,424.272744031659,-515.167877827726,9.06454560759219,815.85364423318,439.283266772041,-505.874443734554,3.27626098096474,809.913412579106,433.674620293219,-510.413247163152,13.8493932885408,820.333334794211,443.302356838094,-481.283302623932,1.34465673145503,807.819874976873,431.277139828519,-512.876360526809
2017,-3.01968378121381,-25.7709076214555,0.567471116706388,0.503993783536284,-0.0852429932372731,-0.0144256026547107,0.000820030082748247,-1.12909411942501e-05,-0.335459112537118,-0.522471735818491,-1.04129574003098,-0.609159462552129,0.937627923531113,0.902069301607359,14.960970981668,-1.76701633948886,12.2011107446512,13.9529488753893,-2.66122619305437,11.7137733703724,-1.88930335866011,15.8809492084478,15.6581082992213,13.5809244521382,12.3536758455107,12.6543742535275,13.4883158225536,10.8209881320644,15.2449871131311,16.9974568220271,14.0652784903718,-2.45148732567689
2017,0.108102048003532,-24.9792105242171,0.277482652793603,0.570928007366329,-0.0993120080957979,0.0136759694830991,-0.000346785093849401,1.84460277692759e-06,-0.640793961863131,-0.575980350114803,0.0614774085223151,-0.62280082943445,0.683323324343037,10.6218466127498,13.18086320136,12.246835827813,8.4597946819188,9.19748235098384,8.7370583083933,9.64758275245224,10.2767928547284,10.4447555610629,10.5878618934252,11.4807323988246,7.85037233483178,6.80406580747902,7.98817105350897,9.01139882933744,11.9940782079456,11.6136795926556,9.11358202265794,12.5522255515673
2017,0.618784541426311,-9.33306056761117,0.166727012914093,0.178776799226766,-0.246627460707805,0.0240738230870922,-0.00073544256699067,6.89572544227543e-06,-0.145413592935699,-0.362716491966522,0.630291312727152,-0.392769173956515,0.286497768793724,0.224123428430267,2.70915624593753,3.15731588269414,-0.0219247341101957,1.05435860047116,0.78074395458461,1.24054269988226,1.58281695747071,1.37216911430195,1.91202584058429,2.03298145298295,0.323012537850697,-0.383020311422306,0.990616393306029,1.55588066093341,1.97921911723129,1.96106980610937,1.09089740963721,2.95612794282231
2017,0.801249228563477,-4.01143333770614,0.041764044845597,0.0721505410689797,-0.225419076341728,0.0182104546466017,-0.000539314893276762,5.17943045543272e-06,-0.568031635167234,-0.362255653640034,0.538872479604163,-0.207888240751594,-0.474175639336472,-0.472794213546447,-0.489095968909916,0.459817198207117,-1.94613138241816,-0.915479933021012,-1.31151587034486,-1.68882687011521,-0.660540528834362,-0.984884336639353,-0.385356555233704,-0.871966716934427,-1.92499163279962,-2.36593456421131,-1.13805835243742,-1.00531559953012,-0.30681946593531,-0.533048695620103,-1.78115242034476,-0.335817297063581
2017,1.01366289526113,-4.41531477246069,-0.03163323798913,0.129991563796474,-0.26351192083349,0.0188172969774307,-0.000516022303783272,4.65346507132066e-06,-0.695277155969233,-0.427341285960356,0.588400353607458,-0.0640326682900102,-0.287843308996627,-0.363819600082877,0.628098744351971,0.394111164983136,-2.15983470092892,-1.23419545415547,-1.65502059720013,-1.97648343637622,-0.464037177347546,-1.12595640911202,-0.566654267109558,-1.15215200328772,-2.07717403850769,-2.78630064004266,-1.59199745739702,-1.7080598519286,-0.454459103527232,-0.636323055531702,-1.87148898605501,-0.630416839139854
2017,1.13466156591259,-4.42952437674098,-0.147145739279047,0.169922724884628,-0.27248347920047,0.0166456640813593,-0.000413971903782904,3.48666489460814e-06,-0.844013760940193,-0.564937307552381,0.753253758697386,0.106648998300732,-0.523194299376942,-0.17645098576903,1.0649618064903,-0.0784524847822957,-2.31113631655018,-1.24935707797365,-1.76573991825344,-2.21052718694975,-0.34222006667634,-0.794574316475347,-0.374332811459588,-1.30633102740937,-2.27735624471504,-2.87191773861493,-1.77256119204837,-2.19046421451594,-0.505122146710509,-0.49597098254949,-1.32584422092814,-0.981872249981511
2017,1.24740177329205,-3.91930235038993,-0.2283726694748,0.143311317162999,-0.353566587622003,0.024360225659202,-0.000640953894067625,5.55676656065236e-06,-0.385303945456293,-0.430216820781469,0.466577164918943,-0.200332699030852,-0.356382140175562,-0.42073816696362,0.928103200825674,0.0409859429381709,-1.72238203478157,-1.15786609672726,-1.3800131432794,-1.776113456654,-0.282026921420237,-0.942251700154167,-0.184579677140295,-0.867815064019378,-2.07819607426434,-2.86759315600228,-1.71688392961544,-1.88927516244837,-0.468902400568554,-0.442628764341611,-0.612857743401449,-0.502622586579142
2017,1.34927242232777,-3.32393636186736,-0.311090797913596,0.128948082661223,-0.360647534761226,0.02271666088529,-0.000578644715410197,5.09352745544292e-06,-0.556527329638797,-0.447026184325159,0.248927797269851,-0.29215162172676,-0.456336414306006,-0.298123372860841,1.15657578923221,-0.242630699967191,-1.58473309890713,-0.893845170671971,-1.26552919592627,-1.69871213749877,-0.00471390784242942,-0.503123931761348,-0.111732412978351,-0.473439673355257,-1.87453440914207,-2.54351493213852,-1.52688127444119,-1.88173619555144,-0.401894354532083,-0.260964525603045,-0.362617380732939,-0.696625058486091
2017,1.41431370064986,-2.83203523021713,-0.386449685170417,0.100644648085463,-0.349223503284873,0.020626473614947,-0.000527482928401059,4.68681085972079e-06,-0.641416166410719,-0.367698422188087,0.27343736862408,-0.353666834078532,-0.544103745084423,-0.10309656895373,1.76935394341023,-0.382818792737538,-1.40784587056121,-0.488626494049999,-0.447528931796767,-1.49733019822002,0.10823816262231,-0.00583162012271244,0.454693811327901,-0.401538617753559,-1.64110508413168,-2.08237750933995,-0.854451737237698,-1.73278752164643,-0.324347721007851,0.444321804930351,0.168682113389143,-0.384857521681321
